Local Employees,Total Employees,Local Sales,Total Sales,International,Ad Spending,New Location,Ownership Type,Industry Type,Industry Category,Age,Buyer
9,9,7,7,0,D,S,,80,C,7,0
9,9,7,7,0,D,S,,80,C,12,0
9,9,7,7,0,C,S,,80,C,8,0
9,9,7,7,0,A,S,,80,C,12,0
9,9,7,7,0,B,S,,80,C,10,0
9,9,7,7,0,D,S,,1,I,3,0
9,9,7,7,0,B,S,,80,C,10,0
9,9,7,7,0,C,S,,80,C,3,0
9,9,7,7,0,C,S,,80,C,11,0
9,9,7,7,0,A,S,,80,C,3,0
9,9,7,7,0,B,S,,80,C,3,0
9,9,7,7,0,B,S,,80,C,3,0
9,9,7,7,0,D,S,,80,C,12,0
9,9,7,7,0,D,S,,80,C,3,0
9,9,7,7,0,C,S,,80,C,3,0
9,9,7,7,0,B,S,,80,C,3,0
9,9,7,7,0,D,S,,80,C,3,0
9,9,7,7,0,B,S,,80,C,3,0
9,9,7,7,0,D,S,,80,C,3,0
9,9,7,7,0,D,S,,80,C,3,0
9,9,7,7,0,B,S,,80,C,3,0
9,9,7,7,0,B,S,,80,C,3,0
9,9,7,7,0,D,S,,80,C,3,0
9,9,7,7,0,D,S,,57,F,3,0
9,9,7,7,0,D,S,,86,C,3,0
9,9,7,7,0,D,S,,80,C,3,0
9,9,7,7,0,C,S,,80,C,3,0
9,9,7,7,0,B,S,,80,C,3,0
9,9,7,7,0,C,S,,80,C,3,0
9,9,7,7,0,C,S,,80,C,3,0
9,9,7,7,0,A,S,,80,C,2,0
9,9,7,7,0,B,S,,80,C,2,0
9,9,7,7,0,C,S,,80,C,2,0
9,9,7,7,0,C,S,,80,C,2,0
9,9,7,7,0,D,S,,80,C,2,0
9,9,7,7,0,B,S,,80,C,2,0
9,9,7,7,0,A,M,,80,C,2,0
9,9,7,7,0,C,S,,80,C,2,0
9,9,7,7,0,D,S,,80,C,2,0
9,9,7,7,0,D,S,,80,C,2,0
9,9,7,7,0,B,S,,80,C,2,0
9,9,7,7,0,E,S,Private,27,H,2,1
9,9,7,7,0,E,S,,36,H,1,1
9,9,7,7,0,D,S,,27,H,6,1
9,9,7,7,0,A,M,,80,C,12,1
9,9,7,7,0,D,M,,83,C,12,1
9,9,7,7,0,D,S,,80,C,8,1
9,9,7,7,0,D,S,,27,H,3,1
9,9,7,7,0,D,N,,27,H,1,1
9,9,7,7,0,D,S,,73,C,1,1
9,9,7,7,0,D,S,,27,H,2,1
9,9,7,7,0,D,M,,87,C,2,1
9,9,7,7,0,D,S,Private,27,H,12,1
9,9,7,7,0,D,S,Private,27,H,6,1
9,9,7,7,0,D,S,,48,E,2,1
9,9,7,7,0,E,S,,73,C,1,1
9,9,7,7,0,B,M,,27,H,1,1
9,9,7,7,0,D,S,,27,H,6,1
9,9,7,7,0,D,S,,87,C,5,1
9,9,7,7,0,D,S,,27,H,6,1
9,9,7,7,0,D,S,,27,H,2,1
9,9,7,7,0,D,M,Private,59,F,10,1
9,9,7,7,0,D,S,Private,36,H,5,1
9,9,7,7,0,B,N,,27,H,1,1
9,9,7,7,0,D,M,,73,C,2,1
9,9,7,7,0,D,S,Private,33,H,12,1
9,9,7,7,0,D,S,,27,H,6,1
9,9,9,9,0,D,S,Private,73,C,6,1
9,9,9,9,0,D,S,,73,C,3,1
9,9,9,9,0,E,S,Private,83,C,2,1
9,9,9,9,0,D,S,Private,73,C,7,1
9,9,9,9,0,D,N,,73,C,6,1
9,9,9,9,0,B,S,Private,87,C,2,1
9,9,9,9,0,B,S,Private,45,E,7,0
9,9,9,9,0,B,S,Private,87,C,12,0
9,9,9,9,0,A,S,,87,C,4,0
9,9,9,9,0,D,S,Private,53,F,2,0
9,9,9,9,0,D,S,Private,87,C,6,0
9,9,9,9,0,D,S,,16,G,1,0
9,9,9,9,0,C,S,,53,F,5,0
9,9,9,9,0,D,S,,87,C,5,0
9,9,9,9,0,A,S,,17,G,5,0
9,9,9,9,0,B,M,,42,E,5,0
9,9,9,9,0,D,S,,28,H,4,0
9,9,9,9,0,D,S,,82,C,4,0
9,9,9,9,0,D,M,Private,86,C,5,0
9,9,9,9,0,E,S,,82,C,7,0
9,9,9,9,0,D,S,Private,53,F,9,0
9,9,9,9,0,B,S,,87,C,3,0
9,9,9,9,0,D,S,,83,C,5,0
9,9,9,9,0,D,S,,87,C,3,0
9,9,9,9,0,A,S,,42,E,3,0
9,9,9,9,0,D,S,,82,C,3,0
9,9,9,9,0,D,S,,82,C,2,0
9,9,9,9,0,D,S,Private,87,C,6,1
9,9,9,9,0,D,S,,80,C,2,1
9,9,9,9,0,E,M,Private,73,C,1,1
9,9,9,9,0,D,M,,48,E,1,1
9,9,9,9,0,D,S,,73,C,2,1
9,9,9,9,0,D,S,Private,73,C,3,1
9,9,9,9,0,D,S,Private,87,C,6,1
9,9,9,9,0,D,S,,73,C,4,1
9,9,9,9,0,B,S,,73,C,1,1
9,9,9,9,0,D,S,,73,C,2,1
9,9,9,9,0,D,S,,87,C,5,1
9,9,9,9,0,B,S,Private,73,C,7,1
9,9,9,9,0,D,M,,87,C,1,1
9,9,9,9,0,A,N,,87,C,1,1
9,9,9,9,0,D,S,Private,87,C,4,1
9,9,9,9,0,D,M,,83,C,4,1
9,9,9,9,0,A,S,,73,C,2,1
9,9,9,9,0,B,S,,87,C,2,1
9,9,9,9,0,D,S,,82,C,3,1
9,9,9,9,0,D,S,,73,C,2,1
9,9,9,9,0,D,S,Private,73,C,3,1
9,9,9,9,0,D,M,,51,B,1,1
9,9,9,9,0,D,S,,87,C,1,1
9,9,9,9,0,D,S,,87,C,2,1
9,9,9,9,0,D,S,,16,G,6,1
9,9,9,9,0,E,S,,73,C,1,1
9,9,9,9,0,A,S,,73,C,3,1
9,9,9,9,0,D,S,,73,C,2,1
9,9,9,9,0,D,N,,87,C,1,1
9,9,9,9,0,A,S,,73,C,5,1
9,9,9,9,0,D,M,,87,C,2,1
9,9,9,9,0,D,S,,87,C,1,1
9,9,11,11,0,D,S,,80,C,2,1
9,9,11,11,0,D,M,Private,73,C,1,1
9,9,11,11,0,B,S,,73,C,1,1
9,9,11,11,0,B,S,Private,73,C,3,1
9,9,11,11,0,B,M,Private,65,A,10,0
9,9,11,11,0,B,S,Private,73,C,8,0
9,9,11,11,0,C,S,Private,73,C,12,0
9,9,11,11,0,D,S,,80,C,12,0
9,9,11,11,0,B,S,,65,A,10,0
9,9,11,11,0,A,S,,80,C,4,0
9,9,11,11,0,D,S,,80,C,7,0
9,9,11,11,0,C,S,,80,C,9,0
9,9,11,11,0,D,S,,65,A,6,0
9,9,11,11,0,D,S,,80,C,6,0
9,9,11,11,0,A,S,,80,C,6,0
9,9,11,11,0,B,S,,80,C,5,0
9,9,11,11,0,B,S,,27,H,6,0
9,9,11,11,0,D,S,,80,C,5,0
9,9,11,11,0,B,S,,80,C,10,0
9,9,11,11,0,E,S,,80,C,2,0
9,9,11,11,0,D,S,,80,C,5,0
9,9,11,11,0,D,S,,80,C,4,0
9,9,11,11,0,D,S,,62,A,4,0
9,9,11,11,0,D,S,,65,A,10,0
9,9,11,11,0,D,S,,80,C,8,0
9,9,11,11,0,A,S,,80,C,9,0
9,9,11,11,0,D,S,Private,73,C,7,0
9,9,11,11,0,B,M,,80,C,8,0
9,9,11,11,0,B,S,,80,C,5,0
9,9,11,11,0,B,S,,80,C,3,0
9,9,11,11,0,D,S,,80,C,3,0
9,9,11,11,0,C,M,,80,C,3,0
9,9,11,11,0,D,S,,80,C,3,0
9,9,11,11,0,D,S,,80,C,2,0
9,9,11,11,0,C,M,,80,C,3,0
9,9,11,11,0,B,S,,80,C,3,0
9,9,11,11,0,D,S,,73,C,1,0
9,9,11,11,0,B,S,,80,C,2,0
9,9,11,11,0,D,S,,15,G,2,1
9,9,11,11,0,D,M,Private,73,C,7,1
9,9,11,11,0,D,S,,73,C,2,1
9,9,11,11,0,D,S,,73,C,2,1
9,9,11,11,0,D,S,,73,C,1,1
9,9,11,11,0,D,S,Private,73,C,4,1
9,9,11,11,0,B,M,,73,C,2,1
9,9,11,11,0,D,S,Private,73,C,6,1
9,9,11,11,0,A,S,,80,C,2,1
9,9,11,11,0,D,S,,73,C,2,1
9,9,11,11,0,D,S,,48,E,1,1
9,9,11,11,0,D,S,Private,73,C,7,1
9,9,11,11,0,D,S,,56,F,2,1
9,9,11,11,0,D,M,,48,E,4,1
9,9,11,11,0,D,S,,80,C,4,1
9,9,11,11,0,E,S,,80,C,1,1
9,9,11,11,0,E,M,,73,C,2,1
9,9,11,11,0,D,S,,73,C,5,1
9,9,11,11,0,D,S,,80,C,4,1
9,9,11,11,0,D,M,,73,C,2,1
9,9,11,11,0,D,S,,73,C,6,1
9,9,11,11,0,D,S,,80,C,6,1
9,9,13,13,0,D,S,,51,B,3,1
9,9,13,13,0,D,M,Private,17,G,12,0
9,9,13,13,0,D,S,Private,25,H,10,0
9,9,13,13,0,D,S,Private,17,G,12,0
9,9,13,13,0,B,S,,17,G,8,0
9,9,13,13,0,B,S,Private,17,G,12,0
9,9,13,13,0,B,S,Private,57,F,6,0
9,9,13,13,0,D,S,Public,50,B,12,0
9,9,13,13,0,C,S,Private,76,C,12,0
9,9,13,13,0,B,S,Private,57,F,2,0
9,9,13,13,0,A,S,Private,57,F,7,0
9,9,13,13,0,D,S,Private,57,F,6,0
9,9,13,13,0,B,S,,76,C,6,0
9,9,13,13,0,D,S,,51,B,6,0
9,9,13,13,0,D,S,,86,C,6,0
9,9,13,13,0,D,S,,17,G,6,0
9,9,13,13,0,B,S,,17,G,5,0
9,9,13,13,0,D,S,,17,G,5,0
9,9,13,13,0,D,S,,57,F,5,0
9,9,13,13,0,B,S,,17,G,5,0
9,9,13,13,0,D,S,,57,F,5,0
9,9,13,13,0,D,S,,76,C,5,0
9,9,13,13,0,C,N,,17,G,5,0
9,9,13,13,0,D,M,,17,G,4,0
9,9,13,13,0,B,S,,57,F,5,0
9,9,13,13,0,D,S,,51,B,5,0
9,9,13,13,0,C,M,,17,G,1,0
9,9,13,13,0,D,S,,17,G,4,0
9,9,13,13,0,A,S,,17,G,4,0
9,9,13,13,0,D,S,,17,G,4,0
9,9,13,13,0,D,S,,17,G,4,0
9,9,13,13,0,A,S,,57,F,2,0
9,9,13,13,0,D,S,,57,F,3,0
9,9,13,13,0,D,S,,17,G,2,0
9,9,13,13,0,D,S,,17,G,3,0
9,9,13,13,0,D,S,Private,57,F,10,0
9,9,13,13,0,B,S,Private,57,F,8,0
9,9,13,13,0,B,S,Private,57,F,5,0
9,9,13,13,0,D,S,Private,51,B,7,0
9,9,13,13,0,C,M,,17,G,3,0
9,9,13,13,0,A,S,,17,G,3,0
9,9,13,13,0,D,S,,50,B,3,0
9,9,13,13,0,D,S,,17,G,2,0
9,9,13,13,0,D,S,,17,G,3,0
9,9,13,13,0,D,S,,17,G,3,0
9,9,13,13,0,D,S,,17,G,3,0
9,9,13,13,0,D,S,,17,G,3,0
9,9,13,13,0,D,S,,17,G,3,0
9,9,13,13,0,B,S,,51,B,3,0
9,9,13,13,0,D,S,,76,C,3,0
9,9,13,13,0,D,S,,51,B,2,0
9,9,13,13,0,A,S,,17,G,3,0
9,9,13,13,0,D,S,,51,B,3,0
9,9,13,13,0,D,S,,17,G,3,0
9,9,13,13,0,D,S,,57,F,2,0
9,9,13,13,0,D,S,,54,F,3,0
9,9,13,13,0,D,M,,51,B,2,0
9,9,13,13,0,D,S,,76,C,3,0
9,9,13,13,0,D,S,,50,B,3,0
9,9,13,13,0,D,S,,17,G,3,0
9,9,13,13,0,D,S,,17,G,3,0
9,9,13,13,0,D,S,,17,G,2,0
9,9,13,13,0,B,S,,76,C,2,0
9,9,13,13,0,C,S,,57,F,2,0
9,9,13,13,0,A,S,,57,F,2,0
9,9,13,13,0,D,S,,86,C,2,0
9,9,13,13,0,D,S,,51,B,2,0
9,9,13,13,0,D,S,,51,B,2,0
9,9,13,13,0,D,S,,62,A,2,1
9,9,13,13,0,D,S,,51,B,6,1
9,9,13,13,0,D,M,,51,B,4,1
9,9,13,13,0,D,S,,82,C,3,1
9,9,13,13,0,D,S,Private,35,H,5,1
9,9,13,13,0,D,M,,76,C,7,1
9,9,13,13,0,D,S,,82,C,2,1
9,9,13,13,0,C,S,,50,B,2,1
9,9,13,13,0,D,M,,62,A,2,1
9,9,13,13,0,C,S,,65,A,4,1
9,9,15,15,0,D,N,,59,F,1,1
9,9,15,15,0,D,S,,59,F,3,1
9,9,15,15,0,E,S,,73,C,1,1
9,9,15,15,0,D,S,,73,C,4,1
9,9,15,15,0,D,S,,73,C,2,1
9,9,15,15,0,D,S,,81,C,6,1
9,9,15,15,0,D,S,,47,E,2,1
9,9,15,15,0,D,S,Private,73,C,6,1
9,9,15,15,0,D,N,,62,A,1,1
9,9,15,15,0,D,S,Private,73,C,4,1
9,9,15,15,0,C,S,Private,59,F,9,0
9,9,15,15,0,C,M,,81,C,12,0
9,9,15,15,0,D,S,Private,59,F,12,0
9,9,15,15,0,D,M,Private,52,F,12,0
9,9,15,15,0,D,S,Private,81,C,9,0
9,9,15,15,0,D,S,Private,17,G,12,0
9,9,15,15,0,D,S,Private,62,A,12,0
9,9,15,15,0,C,S,Private,57,F,2,0
9,9,15,15,0,C,M,,81,C,11,0
9,9,15,15,0,D,S,Private,73,C,8,0
9,9,15,15,0,B,S,Private,50,B,10,0
9,9,15,15,0,A,S,Private,17,G,8,0
9,9,15,15,0,B,S,,55,F,10,0
9,9,15,15,0,D,S,Private,52,F,6,0
9,9,15,15,0,D,S,Private,62,A,4,0
9,9,15,15,0,C,S,,34,H,12,0
9,9,15,15,0,D,S,Private,59,F,8,0
9,9,15,15,0,D,S,,73,C,6,0
9,9,15,15,0,C,S,,47,E,4,0
9,9,15,15,0,D,S,,62,A,5,0
9,9,15,15,0,B,S,,17,G,5,0
9,9,15,15,0,D,S,,62,A,5,0
9,9,15,15,0,D,S,,17,G,5,0
9,9,15,15,0,D,M,,52,F,4,0
9,9,15,15,0,B,S,Private,81,C,4,0
9,9,15,15,0,D,S,,62,A,4,0
9,9,15,15,0,A,S,,59,F,4,0
9,9,15,15,0,D,S,,59,F,4,0
9,9,15,15,0,D,S,,17,G,4,0
9,9,15,15,0,A,S,,59,F,4,0
9,9,15,15,0,C,M,,17,G,4,0
9,9,15,15,0,D,S,,52,F,3,0
9,9,15,15,0,C,S,,50,B,4,0
9,9,15,15,0,B,S,Private,59,F,8,0
9,9,15,15,0,D,N,,59,F,10,0
9,9,15,15,0,A,S,Private,17,G,8,0
9,9,15,15,0,D,M,Private,17,G,9,0
9,9,15,15,0,D,S,Private,17,G,10,0
9,9,15,15,0,D,S,Private,81,C,12,0
9,9,15,15,0,D,S,Private,59,F,9,0
9,9,15,15,0,C,S,,81,C,9,0
9,9,15,15,0,B,S,Private,81,C,7,0
9,9,15,15,0,A,S,,17,G,3,0
9,9,15,15,0,A,M,,50,B,3,0
9,9,15,15,0,D,M,,52,F,3,0
9,9,15,15,0,D,S,,59,F,2,0
9,9,15,15,0,D,S,,62,A,3,0
9,9,15,15,0,D,S,,62,A,3,0
9,9,15,15,0,D,S,,54,F,3,0
9,9,15,15,0,D,S,,62,A,3,0
9,9,15,15,0,D,S,,62,A,3,0
9,9,15,15,0,D,S,,62,A,3,0
9,9,15,15,0,D,S,,59,F,3,0
9,9,15,15,0,D,S,,17,G,3,0
9,9,15,15,0,D,M,,17,G,3,0
9,9,15,15,0,D,S,,73,C,3,0
9,9,15,15,0,D,M,,52,F,3,0
9,9,15,15,0,D,S,,62,A,3,0
9,9,15,15,0,D,S,,59,F,3,0
9,9,15,15,0,D,S,,59,F,3,0
9,9,15,15,0,D,S,,73,C,2,0
9,9,15,15,0,D,S,,62,A,3,0
9,9,15,15,0,D,S,,62,A,3,0
9,9,15,15,0,B,S,,17,G,3,0
9,9,15,15,0,D,S,,73,C,3,0
9,9,15,15,0,D,S,,52,F,2,0
9,9,15,15,0,D,M,,62,A,2,0
9,9,15,15,0,C,S,,52,F,2,0
9,9,15,15,0,D,S,,59,F,2,0
9,9,15,15,0,D,S,,62,A,2,0
9,9,15,15,0,B,S,,17,G,2,0
9,9,15,15,0,D,S,,73,C,2,1
9,9,15,15,0,C,S,Private,73,C,3,1
9,9,15,15,0,D,S,Private,79,C,12,1
9,9,15,15,0,D,M,Private,62,A,6,1
9,9,15,15,0,D,M,,62,A,2,1
9,9,15,15,0,D,S,,73,C,2,1
9,9,15,15,0,D,S,Private,81,C,2,1
9,9,15,15,0,D,N,,73,C,1,1
9,9,15,15,0,D,M,,62,A,6,1
9,9,15,15,0,D,S,,79,C,3,1
9,9,15,15,0,D,S,,73,C,3,1
9,9,15,15,0,D,S,Private,54,F,10,1
9,9,15,15,0,D,M,,62,A,2,1
9,9,15,15,0,D,S,,73,C,2,1
9,9,15,15,0,D,S,Private,73,C,3,1
9,9,15,15,0,B,S,Private,17,G,5,1
9,9,15,15,0,D,N,,73,C,1,1
9,9,15,15,0,D,S,,62,A,4,1
9,9,15,15,0,C,S,,59,F,6,1
9,9,15,15,0,D,N,,52,F,1,1
9,9,15,15,0,D,S,,59,F,1,1
9,9,15,15,0,A,S,,73,C,6,1
9,9,15,15,0,D,S,,81,C,2,1
9,9,15,15,0,E,S,,81,C,1,1
9,9,15,15,0,D,S,Private,81,C,6,1
9,9,15,15,0,D,S,,62,A,5,1
9,9,15,15,0,D,N,,62,A,1,1
9,9,15,15,0,D,S,,73,C,2,1
9,9,15,15,0,D,S,Private,73,C,7,1
9,9,15,15,0,D,S,Private,73,C,7,1
9,9,15,15,0,D,S,,73,C,1,1
9,9,17,17,0,B,S,Private,65,A,8,1
9,9,17,17,0,D,S,Private,54,F,2,0
9,9,17,17,0,D,S,Private,65,A,2,0
9,9,17,17,0,D,S,Private,65,A,12,0
9,9,17,17,0,D,S,,65,A,4,0
9,9,17,17,0,A,S,Private,65,A,6,0
9,9,17,17,0,D,S,Private,65,A,5,0
9,9,17,17,0,D,S,Private,65,A,12,0
9,9,17,17,0,A,S,,54,F,3,0
9,9,17,17,0,D,S,,65,A,5,0
9,9,17,17,0,D,S,,65,A,5,0
9,9,17,17,0,D,M,,65,A,5,0
9,9,17,17,0,D,S,,65,A,5,0
9,9,17,17,0,D,S,,65,A,2,0
9,9,17,17,0,D,S,,57,F,4,0
9,9,17,17,0,D,S,,65,A,4,0
9,9,17,17,0,D,S,,65,A,4,0
9,9,17,17,0,D,M,,65,A,3,0
9,9,17,17,0,D,S,,65,A,3,0
9,9,17,17,0,B,S,Private,65,A,2,0
9,9,17,17,0,E,S,,60,A,9,0
9,9,17,17,0,D,S,Private,65,A,10,0
9,9,17,17,0,D,S,Private,57,F,6,0
9,9,17,17,0,A,S,Private,65,A,2,0
9,9,17,17,0,D,S,,65,A,3,0
9,9,17,17,0,D,S,,65,A,3,0
9,9,17,17,0,D,S,,65,A,3,0
9,9,17,17,0,D,S,,65,A,3,0
9,9,17,17,0,D,S,,86,C,1,1
9,9,17,17,0,D,S,,86,C,6,1
9,9,17,17,0,D,S,,86,C,7,1
9,9,17,17,0,D,S,Private,86,C,12,1
9,9,20,20,0,D,M,,87,C,1,1
9,9,20,20,0,D,S,,87,C,1,1
9,9,20,20,0,D,S,,73,C,2,1
9,9,20,20,0,D,S,Private,87,C,12,1
9,9,20,20,0,D,S,Private,73,C,6,1
9,9,20,20,0,A,S,Private,64,A,12,0
9,9,20,20,0,D,S,Private,50,B,12,0
9,9,20,20,0,D,S,Private,87,C,2,0
9,9,20,20,0,D,S,Private,50,B,6,0
9,9,20,20,0,D,S,Private,87,C,3,0
9,9,20,20,0,D,S,,86,C,6,0
9,9,20,20,0,D,S,,73,C,6,0
9,9,20,20,0,B,S,,87,C,5,0
9,9,20,20,0,D,S,,86,C,5,0
9,9,20,20,0,D,S,,64,A,5,0
9,9,20,20,0,D,S,,87,C,4,0
9,9,20,20,0,D,S,,50,B,4,0
9,9,20,20,0,D,S,,50,B,4,0
9,9,20,20,0,D,S,,86,C,2,0
9,9,20,20,0,D,S,Private,73,C,9,0
9,9,20,20,0,D,S,Private,64,A,8,0
9,9,20,20,0,D,S,,87,C,2,0
9,9,20,20,0,D,S,,86,C,3,0
9,9,20,20,0,D,S,,64,A,2,0
9,9,20,20,0,D,S,,64,A,2,0
9,9,20,20,0,D,S,,64,A,2,0
9,9,20,20,0,D,S,,73,C,3,1
9,9,20,20,0,D,S,,50,B,1,1
9,9,20,20,0,D,S,,87,C,1,1
9,9,20,20,0,C,S,,50,B,2,1
9,9,20,20,0,D,M,,87,C,2,1
9,9,20,20,0,D,S,,87,C,2,1
9,9,20,20,0,E,S,Private,50,B,2,1
9,9,20,20,0,D,S,,50,B,2,1
9,9,20,20,0,D,S,,73,C,3,1
9,9,20,20,0,D,N,,87,C,1,1
9,9,20,20,0,D,S,,87,C,7,1
9,9,20,20,0,D,S,Private,50,B,1,1
9,9,20,20,0,D,S,Private,50,B,9,1
9,9,20,20,0,D,S,,50,B,2,1
9,9,20,20,0,D,S,,23,H,2,1
9,9,20,20,0,D,S,,73,C,5,1
9,9,20,20,0,D,S,,50,B,1,1
9,9,20,20,0,E,S,,73,C,1,1
9,9,20,20,0,D,S,,73,C,2,1
9,9,20,20,0,E,M,,50,B,1,1
9,9,20,20,0,A,M,Private,73,C,7,1
9,9,20,20,0,E,S,,50,B,2,1
9,9,20,20,0,E,S,,50,B,1,1
9,9,20,20,0,A,S,,87,C,5,1
9,9,20,20,0,D,S,,87,C,4,1
9,9,20,20,0,D,S,,87,C,1,1
9,9,20,20,0,D,S,,73,C,2,1
9,9,20,20,0,B,M,,73,C,6,1
9,9,20,20,0,D,N,,64,A,1,1
9,9,20,20,0,D,M,,73,C,1,1
9,9,20,20,0,D,S,Private,87,C,6,1
9,9,20,20,0,B,M,,73,C,2,1
9,9,22,22,0,D,N,,87,C,6,1
9,9,22,22,0,D,S,Private,78,C,12,1
9,9,22,22,0,D,S,,87,C,2,1
9,9,22,22,0,A,S,,78,C,3,1
9,9,22,22,0,A,S,,78,C,3,1
9,9,22,22,0,B,S,,78,C,1,1
9,9,22,22,0,D,S,,87,C,2,1
9,9,22,22,0,D,S,,87,C,1,1
9,9,22,22,0,D,M,,87,C,2,0
9,9,22,22,0,D,S,Private,87,C,7,0
9,9,22,22,0,D,S,,87,C,4,0
9,9,22,22,0,D,M,Private,87,C,6,0
9,9,22,22,0,D,S,,87,C,6,0
9,9,22,22,0,D,S,,87,C,5,0
9,9,22,22,0,A,S,,87,C,2,0
9,9,22,22,0,D,S,,87,C,5,0
9,9,22,22,0,D,S,,87,C,5,0
9,9,22,22,0,D,S,,87,C,4,0
9,9,22,22,0,D,S,,87,C,4,0
9,9,22,22,0,D,S,,87,C,4,0
9,9,22,22,0,B,S,,87,C,3,0
9,9,22,22,0,D,S,,87,C,3,0
9,9,22,22,0,D,S,,87,C,3,0
9,9,22,22,0,D,S,Private,87,C,9,0
9,9,22,22,0,B,S,Private,55,F,7,0
9,9,22,22,0,D,S,Private,87,C,7,0
9,9,22,22,0,D,S,,87,C,2,0
9,9,22,22,0,D,S,,87,C,3,0
9,9,22,22,0,D,S,,87,C,3,0
9,9,22,22,0,B,S,,87,C,3,0
9,9,22,22,0,D,S,,87,C,3,0
9,9,22,22,0,D,S,,87,C,3,0
9,9,22,22,0,D,S,,87,C,3,0
9,9,22,22,0,D,S,,87,C,3,0
9,9,22,22,0,D,S,,87,C,3,0
9,9,22,22,0,D,S,,87,C,3,0
9,9,22,22,0,D,S,,87,C,2,0
9,9,22,22,0,D,S,,87,C,2,0
9,9,22,22,0,D,S,,87,C,4,0
9,9,22,22,0,D,S,,87,C,2,0
9,9,22,22,0,A,S,,87,C,2,0
9,9,22,22,0,D,S,,87,C,2,1
9,9,22,22,0,A,S,Private,87,C,5,1
9,9,22,22,0,D,S,,87,C,3,1
9,9,22,22,0,D,S,,87,C,2,1
9,9,22,22,0,D,M,,87,C,2,1
9,9,22,22,0,D,S,,87,C,4,1
9,9,22,22,0,D,S,,87,C,2,1
9,9,22,22,0,D,S,,87,C,1,1
9,9,22,22,0,D,S,,87,C,1,1
9,9,22,22,0,D,S,,87,C,2,1
9,9,22,22,0,D,S,,87,C,1,1
9,9,22,22,0,D,N,,87,C,1,1
9,9,22,22,0,D,S,Private,78,C,12,1
9,9,22,22,0,D,M,,78,C,2,1
9,9,22,22,0,D,S,,87,C,3,1
9,9,22,22,0,D,N,,87,C,1,1
9,9,22,22,0,D,S,,87,C,2,1
9,9,22,22,0,D,S,,87,C,1,1
9,9,22,22,0,D,S,,87,C,5,1
9,9,22,22,0,D,S,,87,C,2,1
9,9,22,22,0,D,S,,87,C,1,1
9,9,22,22,0,D,S,,87,C,1,1
9,9,22,22,0,D,S,Private,87,C,7,1
9,9,22,22,0,D,S,Private,78,C,7,1
9,9,22,22,0,A,S,Private,87,C,3,1
9,9,22,22,0,D,S,,78,C,3,1
9,9,22,22,0,D,M,,87,C,4,1
9,9,22,22,0,D,S,,87,C,1,1
9,9,24,24,0,B,S,Private,27,H,2,1
9,9,24,24,0,D,S,,57,F,2,1
9,9,24,24,0,D,S,,57,F,3,1
9,9,24,24,0,E,S,,57,F,8,0
9,9,24,24,0,D,S,Private,15,G,12,0
9,9,24,24,0,D,S,Private,67,A,6,0
9,9,24,24,0,D,S,Private,15,G,12,0
9,9,24,24,0,D,M,,15,G,2,0
9,9,24,24,0,E,S,,57,F,8,0
9,9,24,24,0,D,S,Private,15,G,2,0
9,9,24,24,0,D,S,Private,15,G,6,0
9,9,24,24,0,D,S,Private,67,A,6,0
9,9,24,24,0,D,S,Private,15,G,6,0
9,9,24,24,0,D,S,,15,G,6,0
9,9,24,24,0,D,S,,15,G,4,0
9,9,24,24,0,D,S,,15,G,5,0
9,9,24,24,0,A,S,,57,F,2,0
9,9,24,24,0,A,S,,15,G,5,0
9,9,24,24,0,A,S,,15,G,5,0
9,9,24,24,0,A,S,,15,G,4,0
9,9,24,24,0,D,S,,15,G,4,0
9,9,24,24,0,D,S,,61,A,2,0
9,9,24,24,0,D,S,,15,G,3,0
9,9,24,24,0,D,S,,67,A,3,0
9,9,24,24,0,D,S,Private,15,G,5,0
9,9,24,24,0,D,S,Private,61,A,6,0
9,9,24,24,0,D,S,Private,15,G,9,0
9,9,24,24,0,D,S,Private,61,A,8,0
9,9,24,24,0,D,S,,15,G,6,0
9,9,24,24,0,D,S,,15,G,7,0
9,9,24,24,0,D,S,,15,G,3,0
9,9,24,24,0,D,S,,61,A,3,0
9,9,24,24,0,D,S,,15,G,3,0
9,9,24,24,0,D,S,,61,A,3,0
9,9,24,24,0,D,S,,67,A,3,0
9,9,24,24,0,D,S,,57,F,6,1
9,9,24,24,0,D,S,Private,57,F,7,1
9,9,24,24,0,D,S,,61,A,5,1
9,9,24,24,0,D,S,,57,F,1,1
9,9,24,24,0,D,S,,57,F,5,1
9,9,24,24,0,A,S,,57,F,1,1
9,9,24,24,0,A,S,,57,F,3,1
9,9,24,24,0,D,S,Private,57,F,10,1
9,9,24,24,0,D,S,,57,F,4,1
9,9,24,24,0,D,S,Private,15,G,7,1
9,9,24,24,0,D,S,Private,57,F,12,1
9,9,24,24,0,D,S,,57,F,3,1
9,9,24,24,0,D,M,,57,F,2,1
9,9,24,24,0,D,S,,57,F,1,1
9,9,24,24,0,D,S,,57,F,1,1
9,9,24,24,0,D,S,,57,F,1,1
9,9,24,24,0,D,S,,57,F,2,1
9,9,28,28,0,D,S,,61,A,5,1
9,9,28,28,0,E,S,,47,E,2,1
9,9,28,28,0,D,S,,47,E,5,0
9,9,28,28,0,D,S,,47,E,4,0
9,9,28,28,0,D,S,,47,E,2,0
9,9,30,30,0,D,M,,15,G,2,0
9,9,30,30,0,D,S,,15,G,3,0
